MIDAS,Lake,Town,Station,Date,Depth,Type,Color_Method,Parameter,Value,Method,Units
3396,Adams Pond,Bridgton,1,2004-07-07T00:00:00Z,5,C,H,Conductivity,45,L,uS
3396,Adams Pond,Bridgton,1,2004-07-07T00:00:00Z,5,C,H,Alkalinity,9.5,B,mg/l
3396,Adams Pond,Bridgton,1,2004-07-07T00:00:00Z,5,C,H,Color,20,T,SPU
3454,Highland Lake,Bridgton,1,2004-07-07T00:00:00Z,8,C,H,pH,6.7,NA,NA
3454,Highland Lake,Bridgton,1,2004-07-07T00:00:00Z,8,C,H,Color,15,A,SPU
3454,Highland Lake,Bridgton,1,2004-07-07T00:00:00Z,8,C,H,Conductivity,30,L,uS
3454,Highland Lake,Bridgton,1,2004-07-07T00:00:00Z,8,C,H,Alkalinity,6.5,B,mg/l
3454,Highland Lake,Bridgton,1,2004-07-07T00:00:00Z,8,C,H,Color,8,T,SPU
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,2004-07-07T00:00:00Z,3,C,NA,pH,6.1,NA,NA
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,2004-07-07T00:00:00Z,3,C,NA,Alkalinity,7,B-LAMOTTE 4491,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-07T00:00:00Z,7,C,H,pH,6.7,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-07T00:00:00Z,7,C,H,Color,25,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-07T00:00:00Z,7,C,H,Conductivity,43,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-07T00:00:00Z,7,C,H,Alkalinity,7,B,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-07T00:00:00Z,7,C,H,Color,10,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-07T00:00:00Z,10,C,H,pH,6.8,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-07T00:00:00Z,10,C,H,Color,30,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-07T00:00:00Z,10,C,H,Conductivity,44,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-07T00:00:00Z,10,C,H,Alkalinity,8,B,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-07T00:00:00Z,10,C,H,Color,10,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-07T00:00:00Z,9,C,H,Color,13,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-07T00:00:00Z,9,C,H,pH,6.8,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-07T00:00:00Z,9,C,H,Color,25,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-07T00:00:00Z,9,C,H,Conductivity,42,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-07T00:00:00Z,9,C,H,Alkalinity,7,B,mg/l
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-07T00:00:00Z,7,C,H,pH,6.8,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-07T00:00:00Z,7,C,H,Color,27,A,SPU
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-07T00:00:00Z,7,C,H,Conductivity,47,L,uS
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-07T00:00:00Z,7,C,H,Alkalinity,8,B,mg/l
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-07T00:00:00Z,7,C,H,Color,15,T,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-08T00:00:00Z,6,C,H,pH,6.75,NA,NA
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-08T00:00:00Z,6,C,H,Color,25,A,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-08T00:00:00Z,6,C,H,Conductivity,20,L,uS
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-08T00:00:00Z,6,C,H,Alkalinity,5.5,B,mg/l
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-08T00:00:00Z,6,C,H,Color,21,T,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-12T00:00:00Z,5,C,H,Color,22,T,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-12T00:00:00Z,5,C,H,pH,6.6,NA,NA
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-12T00:00:00Z,5,C,H,Color,33,A,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-12T00:00:00Z,5,C,H,Conductivity,47,L,uS
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-12T00:00:00Z,5,C,H,Alkalinity,8,B,mg/l
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-13T00:00:00Z,7,C,H,pH,6.8,NA,NA
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-13T00:00:00Z,7,C,H,Color,35,A,SPU
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-13T00:00:00Z,7,C,H,Conductivity,18,L,uS
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-13T00:00:00Z,7,C,H,Alkalinity,5,B,mg/l
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-13T00:00:00Z,7,C,H,Color,25,T,SPU
3376,Cold Rain Pond,Naples,1,2004-07-13T00:00:00Z,4,C,H,Color,35,T,SPU
3376,Cold Rain Pond,Naples,1,2004-07-13T00:00:00Z,4,C,H,pH,6.9,NA,NA
3376,Cold Rain Pond,Naples,1,2004-07-13T00:00:00Z,4,C,H,Color,35,A,SPU
3376,Cold Rain Pond,Naples,1,2004-07-13T00:00:00Z,4,C,H,Conductivity,22,L,uS
3376,Cold Rain Pond,Naples,1,2004-07-13T00:00:00Z,4,C,H,Alkalinity,7,B,mg/l
3700,Sabbathday Lake,New Gloucester,1,2004-07-14T00:00:00Z,6,C,H,pH,6.9,NA,NA
3700,Sabbathday Lake,New Gloucester,1,2004-07-14T00:00:00Z,6,C,H,Color,7,NA,SPU
3700,Sabbathday Lake,New Gloucester,1,2004-07-14T00:00:00Z,6,C,H,Alkalinity,11.5,B,mg/l
3420,Bear Pond,Waterford,1,2004-07-16T00:00:00Z,5,C,H,Color,10,T,SPU
3420,Bear Pond,Waterford,1,2004-07-16T00:00:00Z,5,C,H,pH,6.9,NA,NA
3420,Bear Pond,Waterford,1,2004-07-16T00:00:00Z,5,C,H,Color,14,A,SPU
3420,Bear Pond,Waterford,1,2004-07-16T00:00:00Z,5,C,H,Conductivity,33,L,uS
3420,Bear Pond,Waterford,1,2004-07-16T00:00:00Z,5,C,H,Alkalinity,6,B,mg/l
3448,Island Pond,"Harrison, Waterford",1,2004-07-16T00:00:00Z,5,C,H,pH,6.9,NA,NA
3448,Island Pond,"Harrison, Waterford",1,2004-07-16T00:00:00Z,5,C,H,Color,6,A,SPU
3448,Island Pond,"Harrison, Waterford",1,2004-07-16T00:00:00Z,5,C,H,Conductivity,36,L,uS
3448,Island Pond,"Harrison, Waterford",1,2004-07-16T00:00:00Z,5,C,H,Alkalinity,6.5,B,mg/l
3448,Island Pond,"Harrison, Waterford",1,2004-07-16T00:00:00Z,5,C,H,Color,6,T,SPU
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,2004-07-18T00:00:00Z,3,C,NA,pH,6.1,NA,NA
3712,Forest Lake (Goose Pond),"Cumberland, Gray, Windham",1,2004-07-18T00:00:00Z,3,C,NA,Alkalinity,8,B-LAMOTTE 4491,mg/l
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,3,C,H,pH,6.65,NA,NA
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,3,C,H,Color,42,A,SPU
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,3,C,H,Conductivity,30,L,uS
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,3,C,H,Alkalinity,6,B,mg/l
3414,Papoose Pond,Waterford,1,2004-07-19T00:00:00Z,3,C,H,Color,31,T,SPU
3454,Highland Lake,Bridgton,1,2004-07-21T00:00:00Z,8,C,H,pH,6.6,NA,NA
3454,Highland Lake,Bridgton,1,2004-07-21T00:00:00Z,8,C,H,Color,10,A,SPU
3454,Highland Lake,Bridgton,1,2004-07-21T00:00:00Z,8,C,H,Conductivity,31,L,uS
3454,Highland Lake,Bridgton,1,2004-07-21T00:00:00Z,8,C,H,Alkalinity,7,B,mg/l
3454,Highland Lake,Bridgton,1,2004-07-21T00:00:00Z,8,C,H,Color,7,T,SPU
3382,Tricky Pond,Naples,1,2004-07-22T00:00:00Z,8,C,H,pH,6.85,NA,NA
3382,Tricky Pond,Naples,1,2004-07-22T00:00:00Z,8,C,H,Color,11,A,SPU
3382,Tricky Pond,Naples,1,2004-07-22T00:00:00Z,8,C,H,Conductivity,35,L,uS
3382,Tricky Pond,Naples,1,2004-07-22T00:00:00Z,8,C,H,Alkalinity,6,B,mg/l
3382,Tricky Pond,Naples,1,2004-07-22T00:00:00Z,8,C,H,Color,5,T,SPU
3418,Long (McWain) Pond,Waterford,1,2004-07-22T00:00:00Z,7,C,H,Color,30,T,SPU
3418,Long (McWain) Pond,Waterford,1,2004-07-22T00:00:00Z,7,C,H,pH,6.6,NA,NA
3418,Long (McWain) Pond,Waterford,1,2004-07-22T00:00:00Z,7,C,H,Color,35,A,SPU
3418,Long (McWain) Pond,Waterford,1,2004-07-22T00:00:00Z,7,C,H,Conductivity,25,L,uS
3418,Long (McWain) Pond,Waterford,1,2004-07-22T00:00:00Z,7,C,H,Alkalinity,4,B,mg/l
3234,Stearns Pond,Sweden,1,2004-07-23T00:00:00Z,6,C,H,pH,6.6,NA,NA
3234,Stearns Pond,Sweden,1,2004-07-23T00:00:00Z,6,C,H,Color,35,A,SPU
3234,Stearns Pond,Sweden,1,2004-07-23T00:00:00Z,6,C,H,Conductivity,31,L,uS
3234,Stearns Pond,Sweden,1,2004-07-23T00:00:00Z,6,C,H,Alkalinity,5,B,mg/l
3234,Stearns Pond,Sweden,1,2004-07-23T00:00:00Z,6,C,H,Color,35,T,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-23T00:00:00Z,6,C,H,pH,6.7,NA,NA
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-23T00:00:00Z,6,C,H,Color,36,A,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-23T00:00:00Z,6,C,H,Conductivity,20,L,uS
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-23T00:00:00Z,6,C,H,Alkalinity,6,B,mg/l
3374,Peabody Pond,"Bridgton, Sebago",1,2004-07-23T00:00:00Z,6,C,H,Color,28,T,SPU
3424,Moose Pond,Waterford,1,2004-07-23T00:00:00Z,7,C,H,Color,18,T,SPU
3424,Moose Pond,Waterford,1,2004-07-23T00:00:00Z,7,C,H,pH,6.7,NA,NA
3424,Moose Pond,Waterford,1,2004-07-23T00:00:00Z,7,C,H,Color,25,A,SPU
3424,Moose Pond,Waterford,1,2004-07-23T00:00:00Z,7,C,H,Conductivity,21,L,uS
3424,Moose Pond,Waterford,1,2004-07-23T00:00:00Z,7,C,H,Alkalinity,5,B,mg/l
3396,Adams Pond,Bridgton,1,2004-07-26T00:00:00Z,6,C,H,Color,18,T,SPU
3396,Adams Pond,Bridgton,1,2004-07-26T00:00:00Z,6,C,H,pH,6.8,NA,NA
3396,Adams Pond,Bridgton,1,2004-07-26T00:00:00Z,6,C,H,Color,30,A,SPU
3396,Adams Pond,Bridgton,1,2004-07-26T00:00:00Z,6,C,H,Conductivity,36,L,uS
3396,Adams Pond,Bridgton,1,2004-07-26T00:00:00Z,6,C,H,Alkalinity,9,B,mg/l
3416,Keoka Lake,Waterford,1,2004-07-26T00:00:00Z,6,C,H,pH,6.9,NA,NA
3416,Keoka Lake,Waterford,1,2004-07-26T00:00:00Z,6,C,H,Color,28,A,SPU
3416,Keoka Lake,Waterford,1,2004-07-26T00:00:00Z,6,C,H,Conductivity,36,L,uS
3416,Keoka Lake,Waterford,1,2004-07-26T00:00:00Z,6,C,H,Alkalinity,8,B,mg/l
3416,Keoka Lake,Waterford,1,2004-07-26T00:00:00Z,6,C,H,Color,25,T,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-26T00:00:00Z,6,C,H,pH,6.7,NA,NA
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-26T00:00:00Z,6,C,H,Color,40,A,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-26T00:00:00Z,6,C,H,Conductivity,48,L,uS
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-26T00:00:00Z,6,C,H,Alkalinity,8,B,mg/l
3452,Crystal (Anonymous) Lake,Harrison,1,2004-07-26T00:00:00Z,6,C,H,Color,38,T,SPU
3456,Woods Pond,Bridgton,1,2004-07-26T00:00:00Z,5,C,H,pH,6.6,NA,NA
3456,Woods Pond,Bridgton,1,2004-07-26T00:00:00Z,5,C,H,Color,43,A,SPU
3456,Woods Pond,Bridgton,1,2004-07-26T00:00:00Z,5,C,H,Conductivity,21,L,uS
3456,Woods Pond,Bridgton,1,2004-07-26T00:00:00Z,5,C,H,Alkalinity,6,B,mg/l
3456,Woods Pond,Bridgton,1,2004-07-26T00:00:00Z,5,C,H,Color,40,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-27T00:00:00Z,8,C,H,pH,6.65,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-27T00:00:00Z,8,C,H,Color,28,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-27T00:00:00Z,8,C,H,Conductivity,43,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-27T00:00:00Z,8,C,H,Alkalinity,7,B,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-07-27T00:00:00Z,8,C,H,Color,24,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-27T00:00:00Z,10,C,H,pH,6.6,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-27T00:00:00Z,10,C,H,Color,34,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-27T00:00:00Z,10,C,H,Conductivity,43,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-27T00:00:00Z,10,C,H,Alkalinity,8,B,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-07-27T00:00:00Z,10,C,H,Color,30,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-27T00:00:00Z,10,C,H,Color,21,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-27T00:00:00Z,10,C,H,pH,6.7,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-27T00:00:00Z,10,C,H,Color,36,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-27T00:00:00Z,10,C,H,Conductivity,44,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",3,2004-07-27T00:00:00Z,10,C,H,Alkalinity,8,B,mg/l
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-27T00:00:00Z,7,C,H,Color,14,T,SPU
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-27T00:00:00Z,7,C,H,pH,6.8,NA,NA
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-27T00:00:00Z,7,C,H,Color,33,A,SPU
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-27T00:00:00Z,7,C,H,Conductivity,43,L,uS
9685,Bay of Naples Lake (Brandy Pond),Naples,1,2004-07-27T00:00:00Z,7,C,H,Alkalinity,8,B,mg/l
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-28T00:00:00Z,7,C,H,pH,6.9,NA,NA
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-28T00:00:00Z,7,C,H,Color,20,A,SPU
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-28T00:00:00Z,7,C,H,Conductivity,19,L,uS
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-28T00:00:00Z,7,C,H,Alkalinity,5,B,mg/l
3188,Ingalls (Foster's) Pond,Bridgton,1,2004-07-28T00:00:00Z,7,C,H,Color,20,T,SPU
3376,Cold Rain Pond,Naples,1,2004-07-28T00:00:00Z,4,C,H,pH,6.8,NA,NA
3376,Cold Rain Pond,Naples,1,2004-07-28T00:00:00Z,4,C,H,Color,40,A,SPU
3376,Cold Rain Pond,Naples,1,2004-07-28T00:00:00Z,4,C,H,Conductivity,22,L,uS
3376,Cold Rain Pond,Naples,1,2004-07-28T00:00:00Z,4,C,H,Alkalinity,7,B,mg/l
3420,Bear Pond,Waterford,1,2004-07-29T00:00:00Z,5,C,H,Color,29,T,SPU
3420,Bear Pond,Waterford,1,2004-07-29T00:00:00Z,5,C,H,pH,6.85,NA,NA
3420,Bear Pond,Waterford,1,2004-07-29T00:00:00Z,5,C,H,Color,38,A,SPU
3420,Bear Pond,Waterford,1,2004-07-29T00:00:00Z,5,C,H,Conductivity,33,L,uS
3420,Bear Pond,Waterford,1,2004-07-29T00:00:00Z,5,C,H,Alkalinity,6.5,B,mg/l
3448,Island Pond,"Harrison, Waterford",1,2004-07-29T00:00:00Z,5,C,H,Color,20,T,SPU
3448,Island Pond,"Harrison, Waterford",1,2004-07-29T00:00:00Z,5,C,H,pH,6.9,NA,NA
3448,Island Pond,"Harrison, Waterford",1,2004-07-29T00:00:00Z,5,C,H,Color,27,A,SPU
3448,Island Pond,"Harrison, Waterford",1,2004-07-29T00:00:00Z,5,C,H,Conductivity,39,L,uS
3448,Island Pond,"Harrison, Waterford",1,2004-07-29T00:00:00Z,5,C,H,Alkalinity,7.5,B,mg/l
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,4,C,H,pH,6.6,NA,NA
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,4,C,H,Color,20,A,SPU
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,4,C,H,Conductivity,31,L,uS
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,4,C,H,Alkalinity,7,B,mg/l
3414,Papoose Pond,Waterford,1,2004-08-03T00:00:00Z,4,C,H,Color,15,T,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-08-04T00:00:00Z,6,C,H,Color,5,T,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-08-04T00:00:00Z,6,C,H,pH,7,NA,NA
3374,Peabody Pond,"Bridgton, Sebago",1,2004-08-04T00:00:00Z,6,C,H,Color,7,A,SPU
3374,Peabody Pond,"Bridgton, Sebago",1,2004-08-04T00:00:00Z,6,C,H,Conductivity,22,L,uS
3374,Peabody Pond,"Bridgton, Sebago",1,2004-08-04T00:00:00Z,6,C,H,Alkalinity,5.5,B,mg/l
3418,Long (McWain) Pond,Waterford,1,2004-08-04T00:00:00Z,6,C,H,pH,6.8,NA,NA
3418,Long (McWain) Pond,Waterford,1,2004-08-04T00:00:00Z,6,C,H,Color,12,A,SPU
3418,Long (McWain) Pond,Waterford,1,2004-08-04T00:00:00Z,6,C,H,Conductivity,30,L,uS
3418,Long (McWain) Pond,Waterford,1,2004-08-04T00:00:00Z,6,C,H,Alkalinity,6,B,mg/l
3418,Long (McWain) Pond,Waterford,1,2004-08-04T00:00:00Z,6,C,H,Color,5,T,SPU
3454,Highland Lake,Bridgton,1,2004-08-04T00:00:00Z,6,C,H,pH,6.9,NA,NA
3454,Highland Lake,Bridgton,1,2004-08-04T00:00:00Z,6,C,H,Color,21,A,SPU
3454,Highland Lake,Bridgton,1,2004-08-04T00:00:00Z,6,C,H,Conductivity,31,L,uS
3454,Highland Lake,Bridgton,1,2004-08-04T00:00:00Z,6,C,H,Alkalinity,6.5,B,mg/l
3454,Highland Lake,Bridgton,1,2004-08-04T00:00:00Z,6,C,H,Color,15,T,SPU
3234,Stearns Pond,Sweden,1,2004-08-05T00:00:00Z,5,C,H,pH,6.6,NA,NA
3234,Stearns Pond,Sweden,1,2004-08-05T00:00:00Z,5,C,H,Color,45,A,SPU
3234,Stearns Pond,Sweden,1,2004-08-05T00:00:00Z,5,C,H,Conductivity,31,L,uS
3234,Stearns Pond,Sweden,1,2004-08-05T00:00:00Z,5,C,H,Alkalinity,6,B,mg/l
3234,Stearns Pond,Sweden,1,2004-08-05T00:00:00Z,5,C,H,Color,45,T,SPU
3382,Tricky Pond,Naples,1,2004-08-05T00:00:00Z,8,C,H,pH,6.75,NA,NA
3382,Tricky Pond,Naples,1,2004-08-05T00:00:00Z,8,C,H,Color,6,A,SPU
3382,Tricky Pond,Naples,1,2004-08-05T00:00:00Z,8,C,H,Conductivity,34,L,uS
3382,Tricky Pond,Naples,1,2004-08-05T00:00:00Z,8,C,H,Alkalinity,5.5,B,mg/l
3382,Tricky Pond,Naples,1,2004-08-05T00:00:00Z,8,C,H,Color,3,T,SPU
3424,Moose Pond,Waterford,1,2004-08-06T00:00:00Z,7,C,H,pH,6.8,NA,NA
3424,Moose Pond,Waterford,1,2004-08-06T00:00:00Z,7,C,H,Color,5,A,SPU
3424,Moose Pond,Waterford,1,2004-08-06T00:00:00Z,7,C,H,Conductivity,21,L,uS
3424,Moose Pond,Waterford,1,2004-08-06T00:00:00Z,7,C,H,Alkalinity,6,B,mg/l
3424,Moose Pond,Waterford,1,2004-08-06T00:00:00Z,7,C,H,Color,5,T,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,pH,6.82,NA,NA
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Color,37,A,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Color,43,A,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Color,28,T,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Color,37,A,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Conductivity,44,L,uS
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,4,C,H,Alkalinity,10,B,mg/l
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,6,C,H,pH,6.98,NA,NA
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,6,C,H,Color,19,A,SPU
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,6,C,H,Conductivity,29,L,uS
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,6,C,H,Alkalinity,9.5,B,mg/l
3416,Keoka Lake,Waterford,1,2004-08-09T00:00:00Z,6,C,H,Color,12,T,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-08-09T00:00:00Z,6,C,H,Color,6,T,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-08-09T00:00:00Z,6,C,H,pH,6.88,NA,NA
3452,Crystal (Anonymous) Lake,Harrison,1,2004-08-09T00:00:00Z,6,C,H,Color,22,A,SPU
3452,Crystal (Anonymous) Lake,Harrison,1,2004-08-09T00:00:00Z,6,C,H,Conductivity,42,L,uS
3452,Crystal (Anonymous) Lake,Harrison,1,2004-08-09T00:00:00Z,6,C,H,Alkalinity,7.5,B,mg/l
3456,Woods Pond,Bridgton,1,2004-08-09T00:00:00Z,5,C,H,pH,6.8,NA,NA
3456,Woods Pond,Bridgton,1,2004-08-09T00:00:00Z,5,C,H,Color,25,A,SPU
3456,Woods Pond,Bridgton,1,2004-08-09T00:00:00Z,5,C,H,Conductivity,21,L,uS
3456,Woods Pond,Bridgton,1,2004-08-09T00:00:00Z,5,C,H,Alkalinity,5,B,mg/l
3456,Woods Pond,Bridgton,1,2004-08-09T00:00:00Z,5,C,H,Color,20,T,SPU
3396,Adams Pond,Bridgton,1,2004-08-10T00:00:00Z,7,C,H,Color,15,A,SPU
3396,Adams Pond,Bridgton,1,2004-08-10T00:00:00Z,7,C,H,Conductivity,36,L,uS
3396,Adams Pond,Bridgton,1,2004-08-10T00:00:00Z,7,C,H,Alkalinity,9.5,B,mg/l
3396,Adams Pond,Bridgton,1,2004-08-10T00:00:00Z,7,C,H,Color,10,T,SPU
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,H,pH,7.45,NA,NA
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,H,Color,5,A,SPU
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,S,Color,14,A,SPU
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,N,Color,10,A,SPU
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,N,Conductivity,64,L,uS
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,N,Alkalinity,15.5,B,mg/l
3690,Raymond (Little Rattlesnake) Pond,Raymond,1,2004-08-10T00:00:00Z,6,C,S,Color,8,T,SPU
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,N,Color,18,A,SPU
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,N,Conductivity,75,L,uS
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,N,Alkalinity,13,B,mg/l
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,H,pH,7.02,NA,NA
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,H,Color,15,A,SPU
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,S,Color,18,T,SPU
3706,Notched Pond,"Gray, Raymond",1,2004-08-10T00:00:00Z,4,C,S,Color,22,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,S,Color,10,T,SPU
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,N,Color,9,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,N,Conductivity,30,L,uS
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,N,Alkalinity,8,B,mg/l
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,S,Color,15,A,SPU
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,H,pH,6.98,NA,NA
3708,Crystal Lake (Dry Pond),Gray,1,2004-08-10T00:00:00Z,5,C,H,Color,6,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-08-10T00:00:00Z,7,C,H,pH,6.7,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-08-10T00:00:00Z,7,C,H,Color,30,A,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-08-10T00:00:00Z,7,C,H,Conductivity,43,L,uS
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-08-10T00:00:00Z,7,C,H,Alkalinity,8,B,mg/l
5780,Long Lake,"Bridgton, Harrison, Naples",1,2004-08-10T00:00:00Z,7,C,H,Color,20,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-08-10T00:00:00Z,9,C,H,Color,24,T,SPU
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-08-10T00:00:00Z,9,C,H,pH,6.7,NA,NA
5780,Long Lake,"Bridgton, Harrison, Naples",2,2004-08-10T00:00:00Z,9,C,H,Color,35,A,SPU
